user	instance_id	overall_goal:::implausible or very unlikely	overall_goal:::plausible and somewhat likely	overall_goal:::plausible and very likely	overall_goal:::plausible but somewhat unlikely	narrative_intent:::implausible or very unlikely	narrative_intent:::plausible and somewhat likely	narrative_intent:::plausible and very likely	narrative_intent:::plausible but somewhat unlikely	author_emotional_response:::implausible or very unlikely	author_emotional_response:::plausible and very likely	author_emotional_response:::plausible and somewhat likely	author_emotional_response:::plausible but somewhat unlikely	causal_explanation:::implausible or very unlikely	causal_explanation:::plausible and somewhat likely	causal_explanation:::plausible and very likely	causal_explanation:::plausible but somewhat unlikely	prediction:::implausible or very unlikely	prediction:::plausible and somewhat likely	prediction:::plausible and very likely	prediction:::plausible but somewhat unlikely	moral:::implausible or very unlikely	moral:::plausible and somewhat likely	moral:::plausible and very likely	moral:::plausible but somewhat unlikely	narrative_feeling:::implausible or very unlikely	narrative_feeling:::plausible and very likely	narrative_feeling:::plausible and somewhat likely	narrative_feeling:::plausible but somewhat unlikely	aesthetic_feeling:::implausible or very unlikely	aesthetic_feeling:::plausible and somewhat likely	aesthetic_feeling:::plausible and very likely	aesthetic_feeling:::plausible but somewhat unlikely	character_appraisal:::implausible or very unlikely	character_appraisal:::plausible and very likely	character_appraisal:::plausible and somewhat likely	character_appraisal:::plausible but somewhat unlikely	stance:::implausible or very unlikely	stance:::plausible and very likely	stance:::plausible and somewhat likely	stance:::plausible but somewhat unlikely	I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
60da68b6430d90da3b4e9bf6	e5kim0l			overall_goal:::plausible and very likely			narrative_intent:::plausible and somewhat likely						author_emotional_response:::plausible but somewhat unlikely			causal_explanation:::plausible and very likely		prediction:::implausible or very unlikely				moral:::implausible or very unlikely							narrative_feeling:::plausible but somewhat unlikely			aesthetic_feeling:::plausible and very likely				character_appraisal:::plausible and somewhat likely		stance:::implausible or very unlikely						
60da68b6430d90da3b4e9bf6	e5q2awq	overall_goal:::implausible or very unlikely						narrative_intent:::plausible and very likely				author_emotional_response:::plausible and somewhat likely				causal_explanation:::plausible and very likely				prediction:::plausible and very likely					moral:::plausible but somewhat unlikely				narrative_feeling:::plausible but somewhat unlikely	aesthetic_feeling:::implausible or very unlikely							character_appraisal:::plausible but somewhat unlikely				stance:::plausible but somewhat unlikely			
60da68b6430d90da3b4e9bf6	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
675c5393b9b2d381baa880c2	e5kim0l		overall_goal:::plausible and somewhat likely					narrative_intent:::plausible and very likely					author_emotional_response:::plausible but somewhat unlikely			causal_explanation:::plausible and very likely		prediction:::implausible or very unlikely						moral:::plausible and very likely				narrative_feeling:::plausible and somewhat likely			aesthetic_feeling:::plausible and somewhat likely			character_appraisal:::implausible or very unlikely							stance:::plausible but somewhat unlikely			
675c5393b9b2d381baa880c2	e5q2awq			overall_goal:::plausible and very likely				narrative_intent:::plausible and very likely				author_emotional_response:::plausible and somewhat likely				causal_explanation:::plausible and very likely			prediction:::plausible and somewhat likely				moral:::plausible and somewhat likely					narrative_feeling:::plausible and somewhat likely		aesthetic_feeling:::implausible or very unlikely						character_appraisal:::plausible and somewhat likely				stance:::plausible and somewhat likely				
675c5393b9b2d381baa880c2	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
66aa8d04719b0f5ef3433e9c	e5bsdtf		overall_goal:::plausible and somewhat likely					narrative_intent:::plausible and very likely				author_emotional_response:::plausible and somewhat likely		causal_explanation:::implausible or very unlikely						prediction:::plausible and very likely			moral:::plausible and somewhat likely					narrative_feeling:::plausible and somewhat likely				aesthetic_feeling:::plausible and very likely				character_appraisal:::plausible and somewhat likely				stance:::plausible and somewhat likely				
66aa8d04719b0f5ef3433e9c	e67vr8u		overall_goal:::plausible and somewhat likely				narrative_intent:::plausible and somewhat likely			author_emotional_response:::implausible or very unlikely					causal_explanation:::plausible and somewhat likely					prediction:::plausible and very likely				moral:::plausible and very likely				narrative_feeling:::plausible and somewhat likely			aesthetic_feeling:::plausible and somewhat likely				character_appraisal:::plausible and very likely						stance:::plausible but somewhat unlikely			
66aa8d04719b0f5ef3433e9c	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
6100b94f1750b9db274684c7	e5bsdtf			overall_goal:::plausible and very likely			narrative_intent:::plausible and somewhat likely					author_emotional_response:::plausible and somewhat likely				causal_explanation:::plausible and very likely			prediction:::plausible and somewhat likely					moral:::plausible and very likely			narrative_feeling:::plausible and very likely				aesthetic_feeling:::plausible and somewhat likely				character_appraisal:::plausible and very likely				stance:::plausible and very likely					
6100b94f1750b9db274684c7	e67vr8u		overall_goal:::plausible and somewhat likely				narrative_intent:::plausible and somewhat likely				author_emotional_response:::plausible and very likely					causal_explanation:::plausible and very likely			prediction:::plausible and somewhat likely					moral:::plausible and very likely			narrative_feeling:::plausible and very likely				aesthetic_feeling:::plausible and somewhat likely				character_appraisal:::plausible and very likely				stance:::plausible and very likely					
6100b94f1750b9db274684c7	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
5ae11f9709eae20001132c22	e5fcd12	overall_goal:::implausible or very unlikely				narrative_intent:::implausible or very unlikely				author_emotional_response:::implausible or very unlikely				causal_explanation:::implausible or very unlikely				prediction:::implausible or very unlikely				moral:::implausible or very unlikely				narrative_feeling:::implausible or very unlikely				aesthetic_feeling:::implausible or very unlikely				character_appraisal:::implausible or very unlikely				stance:::implausible or very unlikely						
5ae11f9709eae20001132c22	e66997q		overall_goal:::plausible and somewhat likely			narrative_intent:::implausible or very unlikely					author_emotional_response:::plausible and very likely					causal_explanation:::plausible and very likely			prediction:::plausible and somewhat likely						moral:::plausible but somewhat unlikely		narrative_feeling:::plausible and very likely				aesthetic_feeling:::plausible and somewhat likely			character_appraisal:::implausible or very unlikely						stance:::plausible and somewhat likely				
5ae11f9709eae20001132c22	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
681bdc1e16b44acc6f14c3b6	e5iniby			overall_goal:::plausible and very likely			narrative_intent:::plausible and somewhat likely				author_emotional_response:::plausible and very likely					causal_explanation:::plausible and very likely				prediction:::plausible and very likely			moral:::plausible and somewhat likely				narrative_feeling:::plausible and very likely					aesthetic_feeling:::plausible and very likely			character_appraisal:::plausible and very likely				stance:::plausible and very likely					
681bdc1e16b44acc6f14c3b6	e6alsaa				overall_goal:::plausible but somewhat unlikely	narrative_intent:::implausible or very unlikely							author_emotional_response:::plausible but somewhat unlikely		causal_explanation:::plausible and somewhat likely						prediction:::plausible but somewhat unlikely		moral:::plausible and somewhat likely					narrative_feeling:::plausible and somewhat likely					aesthetic_feeling:::plausible but somewhat unlikely				character_appraisal:::plausible but somewhat unlikely				stance:::plausible but somewhat unlikely			
681bdc1e16b44acc6f14c3b6	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
5ec2f009bc5aac12f131253c	e5iniby		overall_goal:::plausible and somewhat likely					narrative_intent:::plausible and very likely				author_emotional_response:::plausible and somewhat likely				causal_explanation:::plausible and very likely		prediction:::implausible or very unlikely					moral:::plausible and somewhat likely					narrative_feeling:::plausible and somewhat likely			aesthetic_feeling:::plausible and somewhat likely					character_appraisal:::plausible and somewhat likely			stance:::plausible and very likely					
5ec2f009bc5aac12f131253c	e6alsaa		overall_goal:::plausible and somewhat likely				narrative_intent:::plausible and somewhat likely					author_emotional_response:::plausible and somewhat likely			causal_explanation:::plausible and somewhat likely				prediction:::plausible and somewhat likely				moral:::plausible and somewhat likely				narrative_feeling:::plausible and very likely				aesthetic_feeling:::plausible and somewhat likely					character_appraisal:::plausible and somewhat likely				stance:::plausible and somewhat likely				
5ec2f009bc5aac12f131253c	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
55ec49b67480920010aaa4e8	e6qug5t		overall_goal:::plausible and somewhat likely				narrative_intent:::plausible and somewhat likely						author_emotional_response:::plausible but somewhat unlikely			causal_explanation:::plausible and very likely			prediction:::plausible and somewhat likely				moral:::plausible and somewhat likely						narrative_feeling:::plausible but somewhat unlikely	aesthetic_feeling:::implausible or very unlikely						character_appraisal:::plausible and somewhat likely		stance:::implausible or very unlikely						
55ec49b67480920010aaa4e8	e5t57xt	overall_goal:::implausible or very unlikely						narrative_intent:::plausible and very likely				author_emotional_response:::plausible and somewhat likely				causal_explanation:::plausible and very likely					prediction:::plausible but somewhat unlikely		moral:::plausible and somewhat likely						narrative_feeling:::plausible but somewhat unlikely				aesthetic_feeling:::plausible but somewhat unlikely	character_appraisal:::implausible or very unlikely						stance:::plausible and somewhat likely				
55ec49b67480920010aaa4e8	Contextual-Reasoning-about-Narrative-Intents-and-Reactions-consent.html																																									I am age 18 or older.:::Yes	I have read and understand the information above.:::Yes	I want to participate in this research and continue with the study.:::Yes
6781e2745214f6bcc5c6d6c0	e6qug5t		overall_goal:::plausible and somewhat likely					narrative_intent:::plausible and very likely				author_emotional_response:::plausible and somewhat likely			causal_explanation:::plausible and somewhat likely					prediction:::plausible and very likely				moral:::plausible and very likely				narrative_feeling:::plausible and somewhat likely					aesthetic_feeling:::plausible but somewhat unlikely			character_appraisal:::plausible and somewhat likely			stance:::plausible and very likely					
6781e2745214f6bcc5c6d6c0	e5t57xt				overall_goal:::plausible but somewhat unlikely			narrative_intent:::plausible and very likely			author_emotional_response:::plausible and very likely				causal_explanation:::plausible and somewhat likely						prediction:::plausible but somewhat unlikely				moral:::plausible but somewhat unlikely			narrative_feeling:::plausible and somewhat likely		aesthetic_feeling:::implausible or very unlikely						character_appraisal:::plausible and somewhat likely				stance:::plausible and somewhat likely				
